Rodada 2, Cliente 2, Epoca 10, G_loss 0.0, D_loss 50.0, Tempo 27.933744430541992
Rodada 2, Cliente 3, Epoca 10, G_loss 65.92678600110506, D_loss 48.90833031503778, Tempo 30.541426181793213
Rodada 2, Cliente 1, Epoca 7, G_loss 22.91804845816724, D_loss 1.1522551258442482e-06, Tempo 44.46182441711426
Rodada 2, Cliente 2, Epoca 11, G_loss 0.0, D_loss 50.0, Tempo 28.244794607162476
Rodada 2, Cliente 0, Epoca 7, G_loss 0.0, D_loss 50.0, Tempo 45.11933612823486
Rodada 2, Cliente 3, Epoca 11, G_loss 65.91536712646484, D_loss 48.90924395511025, Tempo 29.830846071243286
Rodada 2, Cliente 2, Epoca 12, G_loss 0.0, D_loss 50.0, Tempo 28.460031032562256
Rodada 2, Cliente 1, Epoca 8, G_loss 19.027064598327854, D_loss 7.584629709169132e-07, Tempo 43.8861141204834
Rodada 2, Cliente 0, Epoca 8, G_loss 0.0, D_loss 50.0, Tempo 46.212180614471436
Rodada 2, Cliente 3, Epoca 12, G_loss 65.91210676494397, D_loss 48.91479891726845, Tempo 29.805754899978638
Rodada 2, Cliente 2, Epoca 13, G_loss 0.0, D_loss 50.0, Tempo 27.71553134918213
Rodada 2, Cliente 1, Epoca 9, G_loss 15.621720246148703, D_loss 5.686159117586447e-07, Tempo 44.5632905960083
Rodada 2, Cliente 3, Epoca 13, G_loss 65.91549999839381, D_loss 48.91146750199167, Tempo 30.444933891296387
Rodada 2, Cliente 2, Epoca 14, G_loss 0.0, D_loss 50.0, Tempo 27.957311868667603
Rodada 2, Cliente 0, Epoca 9, G_loss 0.0, D_loss 50.0, Tempo 44.36575150489807
Rodada 2, Cliente 3, Epoca 14, G_loss 65.9132513347425, D_loss 48.91205994455438, Tempo 30.335952520370483
Rodada 2, Cliente 2, Epoca 15, G_loss 0.0, D_loss 50.0, Tempo 28.452153205871582
Rodada 2, Cliente 1, Epoca 10, G_loss 14.096593150888898, D_loss 8.753047869938081e-07, Tempo 43.96427869796753
Rodada 2, Cliente 0, Epoca 10, G_loss 0.0, D_loss 50.0, Tempo 46.243908405303955
Rodada 2, Cliente 3, Epoca 15, G_loss 65.90445456253855, D_loss 48.91479897750052, Tempo 29.74446177482605
Rodada 2, Cliente 2, Epoca 16, G_loss 0.0, D_loss 50.0, Tempo 28.112650394439697
Rodada 2, Cliente 1, Epoca 11, G_loss 14.874214077335235, D_loss 5.200043890937726e-07, Tempo 44.39829754829407
Rodada 2, Cliente 2, Epoca 17, G_loss 0.0, D_loss 50.0, Tempo 28.589591026306152
Rodada 2, Cliente 3, Epoca 16, G_loss 65.91811346756785, D_loss 48.910967716417815, Tempo 30.097670316696167
Rodada 2, Cliente 0, Epoca 11, G_loss 0.0, D_loss 50.0, Tempo 44.88904047012329
Rodada 2, Cliente 2, Epoca 18, G_loss 0.0, D_loss 50.0, Tempo 28.417405605316162
Rodada 2, Cliente 3, Epoca 17, G_loss 65.91894563373766, D_loss 48.91234028464869, Tempo 30.793217658996582
Rodada 2, Cliente 1, Epoca 12, G_loss 15.58822652538476, D_loss 3.4074039794700346e-07, Tempo 43.322327852249146
Rodada 2, Cliente 0, Epoca 12, G_loss 0.0, D_loss 50.0, Tempo 45.92810273170471
Rodada 2, Cliente 2, Epoca 19, G_loss 0.0, D_loss 50.0, Tempo 28.004823207855225
Rodada 2, Cliente 3, Epoca 18, G_loss 65.90825267590975, D_loss 48.90568654913651, Tempo 29.617159843444824
Rodada 2, Cliente 1, Epoca 13, G_loss 15.628500062799963, D_loss 3.021299217452364e-07, Tempo 44.275291204452515
Rodada 2, Cliente 2, Epoca 20, G_loss 0.0, D_loss 50.0, Tempo 28.0588960647583
Rodada 2, Cliente 3, Epoca 19, G_loss 65.91357064498098, D_loss 48.912751950715716, Tempo 30.170817613601685
Rodada 2, Cliente 0, Epoca 13, G_loss 0.0, D_loss 50.0, Tempo 45.248265743255615
Rodada 2, Cliente 2, Epoca 21, G_loss 0.0, D_loss 50.0, Tempo 28.142850875854492
Rodada 2, Cliente 3, Epoca 20, G_loss 65.92479962800678, D_loss 48.90696166189093, Tempo 30.54178237915039
Rodada 2, Cliente 1, Epoca 14, G_loss 16.687491461051316, D_loss 2.0305729023258546e-07, Tempo 43.37555384635925
Rodada 2, Cliente 2, Epoca 22, G_loss 0.0, D_loss 50.0, Tempo 28.547932386398315
Rodada 2, Cliente 0, Epoca 14, G_loss 0.0, D_loss 50.0, Tempo 45.668150901794434
Rodada 2, Cliente 3, Epoca 21, G_loss 65.90594193307977, D_loss 48.91186760350278, Tempo 29.91834568977356
Rodada 2, Cliente 2, Epoca 23, G_loss 0.0, D_loss 50.0, Tempo 28.398040294647217
Rodada 2, Cliente 1, Epoca 15, G_loss 18.12200266610685, D_loss 1.1258311474225369e-07, Tempo 44.42770981788635
Rodada 2, Cliente 3, Epoca 22, G_loss 65.9277806733784, D_loss 48.91078740170128, Tempo 29.635122537612915
Rodada 2, Cliente 0, Epoca 15, G_loss 0.0, D_loss 50.0, Tempo 45.3082799911499
Rodada 2, Cliente 2, Epoca 24, G_loss 0.0, D_loss 50.0, Tempo 28.140230655670166
Rodada 2, Cliente 3, Epoca 23, G_loss 65.91226730346679, D_loss 48.90532634132787, Tempo 30.317270040512085
Rodada 2, Cliente 1, Epoca 16, G_loss 18.219108561179816, D_loss 9.554843243536477e-08, Tempo 44.02391028404236
Rodada 2, Cliente 2, Epoca 25, G_loss 0.0, D_loss 50.0, Tempo 28.337369918823242
Rodada 2, Cliente 0, Epoca 16, G_loss 0.0, D_loss 50.0, Tempo 45.92033553123474
Rodada 2, Cliente 3, Epoca 24, G_loss 65.93314626593339, D_loss 48.90849948682283, Tempo 29.85172724723816
Rodada 2, Cliente 2, Epoca 26, G_loss 0.0, D_loss 50.0, Tempo 28.1979820728302
Rodada 2, Cliente 1, Epoca 17, G_loss 18.181596430171002, D_loss 1.0305955892482699e-07, Tempo 44.12358498573303
Rodada 2, Cliente 3, Epoca 25, G_loss 65.91480231034129, D_loss 48.910908267372534, Tempo 29.739351272583008
Rodada 2, Cliente 0, Epoca 17, G_loss 0.0, D_loss 50.0, Tempo 45.784576177597046
Rodada 2, Cliente 2, Epoca 27, G_loss 0.0, D_loss 50.0, Tempo 27.836127519607544
Rodada 2, Cliente 1, Epoca 18, G_loss 16.53513662670855, D_loss 3.970896657721813e-07, Tempo 44.659639835357666
Rodada 2, Cliente 3, Epoca 26, G_loss 65.91323189986379, D_loss 48.909919919465715, Tempo 29.854167222976685
Rodada 2, Cliente 2, Epoca 28, G_loss 0.0, D_loss 50.0, Tempo 27.922593593597412
Rodada 2, Cliente 0, Epoca 18, G_loss 0.0, D_loss 50.0, Tempo 45.346121072769165
Rodada 2, Cliente 3, Epoca 27, G_loss 65.91020792910928, D_loss 48.90991530167429, Tempo 30.24599289894104
Rodada 2, Cliente 2, Epoca 29, G_loss 0.0, D_loss 50.0, Tempo 28.582711935043335
Rodada 2, Cliente 1, Epoca 19, G_loss 16.92498341149707, D_loss 1.548893288771828e-07, Tempo 43.699424266815186
Rodada 2, Cliente 3, Epoca 28, G_loss 65.92327226337633, D_loss 48.912558866802016, Tempo 30.329100608825684
Rodada 2, Cliente 2, Epoca 30, G_loss 0.0, D_loss 50.0, Tempo 28.527674674987793
Rodada 2, Cliente 0, Epoca 19, G_loss 0.0, D_loss 50.0, Tempo 45.72491812705994
Rodada 2, Cliente 1, Epoca 20, G_loss 17.706194629872822, D_loss 6.55730394048385e-08, Tempo 43.75580835342407
Rodada 2, Cliente 3, Epoca 29, G_loss 65.90486679077148, D_loss 48.913602005807974, Tempo 29.229588985443115
Rodada 2, Cliente 2, Epoca 31, G_loss 0.0, D_loss 50.0, Tempo 28.150876760482788
Rodada 2, Cliente 0, Epoca 20, G_loss 0.0, D_loss 50.0, Tempo 46.34078526496887
Rodada 2, Cliente 3, Epoca 30, G_loss 65.90375438489411, D_loss 48.91479893734581, Tempo 30.505019903182983
Rodada 2, Cliente 2, Epoca 32, G_loss 0.0, D_loss 50.0, Tempo 28.370971202850342
Rodada 2, Cliente 1, Epoca 21, G_loss 17.421204163086372, D_loss 6.582817535358444e-08, Tempo 43.47552490234375
Rodada 2, Cliente 3, Epoca 31, G_loss 65.9212198357833, D_loss 48.9102424621582, Tempo 30.43484115600586
Rodada 2, Cliente 2, Epoca 33, G_loss 0.0, D_loss 50.0, Tempo 28.514899253845215
Rodada 2, Cliente 0, Epoca 21, G_loss 0.0, D_loss 50.0, Tempo 45.12924838066101
Rodada 2, Cliente 1, Epoca 22, G_loss 17.01461374547558, D_loss 6.454780860067141e-08, Tempo 44.60142159461975
Rodada 2, Cliente 3, Epoca 32, G_loss 65.91974860743473, D_loss 48.90960195440995, Tempo 29.761332511901855
Rodada 2, Cliente 2, Epoca 34, G_loss 0.0, D_loss 50.0, Tempo 28.067679405212402
Rodada 2, Cliente 0, Epoca 22, G_loss 0.0, D_loss 50.0, Tempo 46.216004610061646
Rodada 2, Cliente 2, Epoca 35, G_loss 0.0, D_loss 50.0, Tempo 29.050514936447144
Rodada 2, Cliente 3, Epoca 33, G_loss 65.9174874155145, D_loss 48.91157531738281, Tempo 30.33286213874817
Rodada 2, Cliente 1, Epoca 23, G_loss 17.52364080571619, D_loss 4.6967582718264676e-08, Tempo 42.87155556678772
Rodada 2, Cliente 2, Epoca 36, G_loss 0.0, D_loss 50.0, Tempo 28.718233346939087
Rodada 2, Cliente 3, Epoca 34, G_loss 65.90821344475997, D_loss 48.90938712672183, Tempo 30.30615472793579
Rodada 2, Cliente 0, Epoca 23, G_loss 0.0, D_loss 50.0, Tempo 45.43765640258789
Rodada 2, Cliente 1, Epoca 24, G_loss 19.36269789997793, D_loss 2.8193540302239686e-08, Tempo 44.43351888656616
Rodada 2, Cliente 2, Epoca 37, G_loss 0.0, D_loss 50.0, Tempo 27.790737628936768
Rodada 2, Cliente 3, Epoca 35, G_loss 65.91657670673571, D_loss 48.91158565722014, Tempo 29.787526845932007
Rodada 2, Cliente 0, Epoca 24, G_loss 0.0, D_loss 50.0, Tempo 46.42775106430054
Rodada 2, Cliente 2, Epoca 38, G_loss 0.0, D_loss 50.0, Tempo 28.267691612243652
Rodada 2, Cliente 3, Epoca 36, G_loss 65.91419633564196, D_loss 48.91479907788728, Tempo 30.258939027786255
Rodada 2, Cliente 1, Epoca 25, G_loss 21.29331564309334, D_loss 1.6147104845973308e-08, Tempo 44.0846962928772
Rodada 2, Cliente 2, Epoca 39, G_loss 0.0, D_loss 50.0, Tempo 27.675800800323486
Rodada 2, Cliente 3, Epoca 37, G_loss 65.9195152684262, D_loss 48.91479875664962, Tempo 31.00813889503479
Rodada 2, Cliente 0, Epoca 25, G_loss 0.0, D_loss 50.0, Tempo 45.04943370819092
Rodada 2, Cliente 1, Epoca 26, G_loss 23.113642818138693, D_loss 1.2702139006589812e-08, Tempo 45.06404709815979
Rodada 2, Cliente 2, Epoca 40, G_loss 0.0, D_loss 50.0, Tempo 27.604692220687866
Rodada 2, Cliente 3, Epoca 38, G_loss 65.89863642642372, D_loss 48.90665965833162, Tempo 29.752937078475952
Rodada 2, Cliente 2, Epoca 41, G_loss 0.0, D_loss 50.0, Tempo 28.993081092834473
Rodada 2, Cliente 0, Epoca 26, G_loss 0.0, D_loss 50.0, Tempo 45.49059534072876
Rodada 2, Cliente 1, Epoca 27, G_loss 21.716455262750916, D_loss 1.2979217426949668e-08, Tempo 43.93538784980774
Rodada 2, Cliente 3, Epoca 39, G_loss 65.92999420166015, D_loss 48.90886284677606, Tempo 29.33570122718811
Rodada 2, Cliente 2, Epoca 42, G_loss 0.0, D_loss 50.0, Tempo 30.804412364959717
Rodada 2, Cliente 3, Epoca 40, G_loss 65.91421195582339, D_loss 48.91130612021998, Tempo 38.63536357879639
Rodada 2, Cliente 0, Epoca 27, G_loss 0.0, D_loss 50.0, Tempo 54.881481647491455
Rodada 2, Cliente 1, Epoca 28, G_loss 18.67959793606687, D_loss 2.109945689182203e-08, Tempo 54.30561971664429
Rodada 2, Cliente 2, Epoca 43, G_loss 0.0, D_loss 50.0, Tempo 35.185240507125854
Rodada 2, Cliente 3, Epoca 41, G_loss 65.91726720709549, D_loss 48.908136528416684, Tempo 37.75005602836609
Rodada 2, Cliente 2, Epoca 44, G_loss 0.0, D_loss 50.0, Tempo 36.369579792022705
Rodada 2, Cliente 0, Epoca 28, G_loss 0.0, D_loss 50.0, Tempo 57.49311876296997
Rodada 2, Cliente 1, Epoca 29, G_loss 19.336577568189952, D_loss 1.0588031183721271e-08, Tempo 55.04644179344177
Rodada 2, Cliente 3, Epoca 42, G_loss 65.90063918264289, D_loss 48.90984370582982, Tempo 37.86306381225586
Rodada 2, Cliente 2, Epoca 45, G_loss 0.0, D_loss 50.0, Tempo 36.505188941955566
Rodada 2, Cliente 3, Epoca 43, G_loss 65.91478452180561, D_loss 48.90938815066689, Tempo 43.21126985549927
Rodada 2, Cliente 1, Epoca 30, G_loss 19.093245686161136, D_loss 1.1816836685912527e-08, Tempo 61.461220502853394
Rodada 2, Cliente 0, Epoca 29, G_loss 0.0, D_loss 50.0, Tempo 63.59166598320007
Rodada 2, Cliente 2, Epoca 46, G_loss 0.0, D_loss 50.0, Tempo 39.748807430267334
Rodada 2, Cliente 3, Epoca 44, G_loss 65.91276630602385, D_loss 48.90736529701635, Tempo 39.887837171554565
Rodada 2, Cliente 2, Epoca 47, G_loss 0.0, D_loss 50.0, Tempo 37.29342985153198
Rodada 2, Cliente 1, Epoca 31, G_loss 17.41285794824892, D_loss 4.854614449145542e-08, Tempo 56.56176686286926
Rodada 2, Cliente 0, Epoca 30, G_loss 0.0, D_loss 50.0, Tempo 58.274996757507324
Rodada 2, Cliente 3, Epoca 45, G_loss 65.92041545667146, D_loss 48.91216621398926, Tempo 36.472402811050415
Rodada 2, Cliente 2, Epoca 48, G_loss 0.0, D_loss 50.0, Tempo 34.25555920600891
Rodada 2, Cliente 1, Epoca 32, G_loss 17.494546625537804, D_loss 2.712301685422797e-08, Tempo 54.6727180480957
Rodada 2, Cliente 3, Epoca 46, G_loss 65.91745750025699, D_loss 48.9147988971911, Tempo 38.576101779937744
Rodada 2, Cliente 0, Epoca 31, G_loss 0.0, D_loss 50.0, Tempo 57.551060914993286
Rodada 2, Cliente 2, Epoca 49, G_loss 0.0, D_loss 50.0, Tempo 36.789306640625
Rodada 2, Cliente 3, Epoca 47, G_loss 65.91994745354903, D_loss 48.91011591459576, Tempo 35.8951051235199
Rodada 2, Cliente 2, Epoca 50, G_loss 0.0, D_loss 50.0, Tempo 37.369996547698975
Rodada 2, Cliente 1, Epoca 33, G_loss 17.381850829752313, D_loss 3.405992908984587e-08, Tempo 52.542829275131226
Rodada 2, Cliente 0, Epoca 32, G_loss 0.0, D_loss 50.0, Tempo 58.19585132598877
Rodada 2, Cliente 3, Epoca 48, G_loss 65.90961729350843, D_loss 48.90788032130191, Tempo 28.957504749298096
Rodada 2, Cliente 1, Epoca 34, G_loss 18.570785665003005, D_loss 1.0856077255813227e-08, Tempo 42.06977653503418
Rodada 2, Cliente 3, Epoca 49, G_loss 65.90589647795025, D_loss 48.91100805182206, Tempo 28.666419982910156
Rodada 2, Cliente 0, Epoca 33, G_loss 0.0, D_loss 50.0, Tempo 43.59991526603699
Rodada 2, Cliente 3, Epoca 50, G_loss 65.92579927946392, D_loss 48.914798696417556, Tempo 29.9105224609375
Rodada 2, Cliente 1, Epoca 35, G_loss 19.475222414498653, D_loss 5.6393444267832064e-09, Tempo 42.42022681236267
Rodada 2, Cliente 0, Epoca 34, G_loss 0.0, D_loss 50.0, Tempo 41.34744739532471
Rodada 2, Cliente 1, Epoca 36, G_loss 19.829783809566838, D_loss 4.471321882736716e-09, Tempo 38.94742226600647
Rodada 2, Cliente 0, Epoca 35, G_loss 0.0, D_loss 50.0, Tempo 43.00809192657471
Rodada 2, Cliente 1, Epoca 37, G_loss 20.62597160067847, D_loss 3.0600616623471976e-09, Tempo 47.134697914123535
Rodada 2, Cliente 0, Epoca 36, G_loss 0.0, D_loss 50.0, Tempo 47.637879371643066
Rodada 2, Cliente 1, Epoca 38, G_loss 20.825516493719242, D_loss 2.383101891781913e-09, Tempo 39.050642013549805
Rodada 2, Cliente 0, Epoca 37, G_loss 0.0, D_loss 50.0, Tempo 40.73754906654358
Rodada 2, Cliente 1, Epoca 39, G_loss 20.945359328463407, D_loss 2.0255771526281835e-09, Tempo 35.66621398925781
Rodada 2, Cliente 0, Epoca 38, G_loss 0.0, D_loss 50.0, Tempo 38.03590202331543
Rodada 2, Cliente 1, Epoca 40, G_loss 21.053726243803084, D_loss 1.7391298791550866e-09, Tempo 35.860222816467285
Rodada 2, Cliente 0, Epoca 39, G_loss 0.0, D_loss 50.0, Tempo 36.13553476333618
Rodada 2, Cliente 1, Epoca 41, G_loss 21.138775143334875, D_loss 1.563360391518918e-09, Tempo 32.966503381729126
Rodada 2, Cliente 0, Epoca 40, G_loss 0.0, D_loss 50.0, Tempo 33.92348265647888
Rodada 2, Cliente 1, Epoca 42, G_loss 21.106824481190312, D_loss 1.4723086897534638e-09, Tempo 31.660147190093994
Rodada 2, Cliente 0, Epoca 41, G_loss 0.0, D_loss 50.0, Tempo 28.33264684677124
Rodada 2, Cliente 1, Epoca 43, G_loss 21.178799300007125, D_loss 1.3610516022841698e-09, Tempo 20.459050178527832
Rodada 2, Cliente 0, Epoca 42, G_loss 0.0, D_loss 50.0, Tempo 21.260146856307983
Rodada 2, Cliente 1, Epoca 44, G_loss 21.39841765271387, D_loss 1.128859949763932e-09, Tempo 24.06326937675476
Rodada 2, Cliente 0, Epoca 43, G_loss 0.0, D_loss 50.0, Tempo 35.014962673187256
Rodada 2, Cliente 1, Epoca 45, G_loss 21.498807764562425, D_loss 9.608223305552001e-10, Tempo 33.72118830680847
Rodada 2, Cliente 0, Epoca 44, G_loss 0.0, D_loss 50.0, Tempo 34.05912470817566
Rodada 2, Cliente 1, Epoca 46, G_loss 21.619093314608644, D_loss 8.152848899153326e-10, Tempo 32.886265993118286
Rodada 2, Cliente 0, Epoca 45, G_loss 0.0, D_loss 50.0, Tempo 23.38750910758972
Rodada 2, Cliente 1, Epoca 47, G_loss 21.74095847513328, D_loss 6.903756865314172e-10, Tempo 20.216468334197998
Rodada 2, Cliente 0, Epoca 46, G_loss 0.0, D_loss 50.0, Tempo 21.458183526992798
Rodada 2, Cliente 1, Epoca 48, G_loss 21.960026785147996, D_loss 5.747289734378833e-10, Tempo 20.387598991394043
Rodada 2, Cliente 0, Epoca 47, G_loss 0.0, D_loss 50.0, Tempo 22.148705005645752
Rodada 2, Cliente 1, Epoca 49, G_loss 22.782718855291076, D_loss 4.5132117815651037e-10, Tempo 20.7479567527771
Rodada 2, Cliente 0, Epoca 48, G_loss 0.0, D_loss 50.0, Tempo 21.201000690460205
Rodada 2, Cliente 1, Epoca 50, G_loss 23.614527583546487, D_loss 2.926760977234088e-10, Tempo 20.24048686027527
Rodada 2, Cliente 0, Epoca 49, G_loss 0.0, D_loss 50.0, Tempo 17.45062756538391
Rodada 2, Cliente 0, Epoca 50, G_loss 0.0, D_loss 50.0, Tempo 32.19878649711609
